,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,Weekend,Revenue,Returning_Visitor
6453,3.0,82.6,0.0,0.0,33.0,598.7611111,0.0,0.007843137,0.0,0.0,0,2,2,2,1,0,0,1
6455,2.0,109.8,0.0,0.0,32.0,897.3619048,0.005882353000000001,0.035620915,0.0,0.0,0,2,3,4,2,0,0,1
6456,8.0,115.7,0.0,0.0,24.0,2159.5,0.0,0.022857143,0.0,0.0,0,2,2,5,2,0,0,1
6457,15.0,149.0316092,2.0,1529.2,23.0,2128.704568,0.005714286,0.020425941,16.19731984,0.0,0,2,2,2,5,0,0,1
6458,2.0,20.2,0.0,0.0,14.0,1261.316667,0.0,0.009183673,0.0,0.0,0,2,2,1,5,0,0,1
6459,3.0,86.1,2.0,28.4,2.0,5.0,0.0,0.033333333,0.0,0.0,7,2,2,1,5,0,0,0
6461,0.0,0.0,0.0,0.0,2.0,48.4,0.0,0.0,34.03997536,0.0,0,2,2,4,1,0,1,1
6463,0.0,0.0,0.0,0.0,7.0,431.5333333,0.0,0.007142857,0.0,0.0,0,2,2,1,2,0,0,1
6464,1.0,73.6,1.0,31.2,52.0,1761.1566670000002,0.003703704,0.018312757,0.0,0.0,0,2,2,1,1,0,0,1
6466,2.0,28.2,0.0,0.0,12.0,271.0,0.0,0.014285714,0.0,0.0,0,1,3,4,5,0,0,1
6468,2.0,24.13333333,0.0,0.0,19.0,263.7128571,0.0,0.00125,0.0,0.0,0,3,2,1,2,0,0,1
6469,3.0,23.0,0.0,0.0,3.0,1225.2,0.0,0.04,10.99901844,0.0,0,2,2,1,1,1,1,1
6470,0.0,0.0,0.0,0.0,4.0,98.6,0.0,0.05,0.0,0.0,7,2,2,5,1,0,0,1
6471,3.0,80.6,2.0,112.8,10.0,390.2,0.0,0.015384615,0.0,0.0,0,2,3,3,5,0,0,1
6476,7.0,125.45333329999998,1.0,44.4,54.0,2240.996667000001,0.027118644,0.043050847,21.74067473,0.0,7,2,2,5,1,0,1,1
6478,4.0,117.8,0.0,0.0,12.0,267.8,0.025,0.04375,0.0,0.0,0,3,2,3,5,0,0,1
6479,2.0,126.0,1.0,6.0,47.0,1101.803333,0.0,0.002721088,4.406578162,0.0,11,2,2,1,4,0,0,1
6480,1.0,4.0,0.0,0.0,28.0,877.6666667000003,0.0,0.003571429,0.0,0.0,11,2,2,5,2,1,0,0
6482,7.0,114.2,0.0,0.0,26.0,360.1816667,0.0,0.008800253000000001,0.0,0.0,11,1,1,1,2,0,0,1
6483,0.0,0.0,0.0,0.0,19.0,923.22,0.0,0.0,0.0,0.0,0,1,1,1,4,0,0,1
6484,2.0,165.2,0.0,0.0,36.0,983.425,0.0,0.010526316,0.0,0.0,0,2,3,5,5,1,0,0
6485,0.0,0.0,0.0,0.0,8.0,41.13333333,0.025,0.0625,0.0,0.0,7,2,2,5,1,0,0,1
6486,2.0,191.4,0.0,0.0,7.0,789.5333333,0.025,0.0375,0.0,0.0,11,3,3,3,5,1,0,1
6489,4.0,149.95,0.0,0.0,1.0,57.4,0.0,0.04,0.0,0.0,7,1,3,1,5,0,0,1
6491,3.0,79.6,0.0,0.0,28.0,627.6542857000002,0.007142857,0.008214286,0.0,0.0,0,1,2,2,2,0,0,1
6493,5.0,69.6,3.0,53.0,6.0,92.7,0.0,0.02,0.0,0.0,7,2,3,1,3,1,0,0
6495,3.0,202.1333333,0.0,0.0,23.0,721.1833333,0.0,0.008,0.0,0.0,0,1,1,1,2,0,0,0
6496,0.0,0.0,0.0,0.0,3.0,132.4,0.0,0.033333333,0.0,0.0,0,3,2,1,1,0,0,1
6497,1.0,34.3,0.0,0.0,22.0,722.1333333,0.018181818,0.045,0.0,0.0,0,2,2,5,1,0,0,1
6498,0.0,0.0,3.0,27.6,11.0,1167.187143,0.030769231,0.040384615,0.0,0.0,0,3,2,2,2,0,0,1
6499,3.0,70.93333333,3.0,560.0,16.0,810.8333332999998,0.0,0.028070175,9.163038423,0.0,7,2,2,1,2,0,0,1
6500,13.0,243.65,0.0,0.0,20.0,234.0166667,0.016,0.022,0.0,0.0,0,2,2,1,2,0,0,1
6501,0.0,0.0,0.0,0.0,6.0,252.3,0.0,0.0,22.15399132,0.0,11,1,1,5,3,0,1,1
6502,10.0,170.15,0.0,0.0,11.0,71.35,0.0,0.002352941,0.0,0.0,0,2,2,1,2,0,0,0
6503,0.0,0.0,0.0,0.0,83.0,1543.423333,0.02804878,0.05772357700000001,10.15253138,0.0,0,2,3,4,1,0,0,1
6504,1.0,134.0,0.0,0.0,21.0,1429.616667,0.0,0.00952381,0.0,0.0,11,1,1,2,2,0,0,0
6505,0.0,0.0,0.0,0.0,16.0,2214.666667,0.0,0.003921569000000001,92.9041786,0.0,0,2,2,1,2,0,1,0
6506,2.0,67.5,2.0,100.2,17.0,1770.8,0.026315789,0.035087719,0.0,0.0,11,2,2,2,2,0,0,1
6508,1.0,30.2,0.0,0.0,20.0,293.0333333000001,0.019047619,0.025396825,9.775216594,0.0,11,1,2,1,1,0,0,1
6509,3.0,49.2,0.0,0.0,17.0,300.7666667,0.004761905,0.022222222000000003,0.0,0.0,7,1,1,3,4,0,0,1
6510,2.0,81.6,1.0,0.0,32.0,2230.600476,0.0125,0.023125,0.0,0.0,7,2,2,5,1,0,0,1
6512,2.0,67.0,0.0,0.0,8.0,533.3,0.0,0.016666667,0.0,0.0,0,3,2,5,2,0,0,0
6514,0.0,0.0,2.0,5.0,5.0,122.4,0.028571429,0.042857143,0.0,0.0,7,3,2,2,4,1,0,1
6515,0.0,0.0,0.0,0.0,18.0,426.06666669999987,0.0,0.033333333,0.0,0.0,7,2,2,1,3,0,0,1
6517,2.0,88.6,0.0,0.0,59.0,458.61,0.006779661,0.0076053890000000015,0.0,0.0,0,3,2,1,4,1,0,1
6518,7.0,155.0,0.0,0.0,20.0,252.9833333,0.008333333,0.025,0.0,0.0,0,2,2,1,3,0,0,1
6520,5.0,49.2,4.0,379.0,5.0,74.6,0.0,0.018181818,8.326728149,0.0,0,2,2,5,2,0,0,0
6521,2.0,84.6,0.0,0.0,43.0,674.5333333,0.0,0.005319149,45.63345378,0.0,0,2,2,1,2,0,1,0
6523,0.0,0.0,0.0,0.0,22.0,1076.65,0.023809524,0.036507937,10.7869918,0.0,0,2,2,2,1,0,1,1
6524,0.0,0.0,0.0,0.0,3.0,41.4,0.0,0.066666667,0.0,0.0,0,2,2,5,2,0,0,1
6525,2.0,24.2,0.0,0.0,46.0,1376.3,0.008163265,0.03537415,6.012671082000001,0.0,0,2,3,3,1,0,0,1
6527,1.0,31.2,0.0,0.0,31.0,824.86,0.0,0.008333333,0.0,0.0,0,1,1,1,3,0,0,0
6528,2.0,91.9,0.0,0.0,6.0,273.8,0.0,0.005,0.0,0.0,0,3,2,1,2,1,0,0
6529,2.0,31.6,0.0,0.0,4.0,75.6,0.0,0.028571429,0.0,0.0,0,2,2,5,4,0,0,1
6530,2.0,99.2,0.0,0.0,7.0,106.96666670000002,0.025,0.015,0.0,0.0,0,3,2,1,2,1,0,1
6531,6.0,175.1,0.0,0.0,3.0,27.6,0.0,0.011111111000000002,0.0,0.0,7,2,3,3,5,0,0,0
6532,0.0,0.0,0.0,0.0,13.0,338.2,0.030769231,0.069230769,0.0,0.0,0,1,1,4,4,1,0,1
6533,0.0,0.0,0.0,0.0,21.0,987.77,0.015238095,0.067619048,0.0,0.0,7,2,3,3,1,0,0,1
6534,10.0,80.06666667,1.0,812.0,113.0,3282.583983,0.007377049,0.016691038999999998,45.55270796,0.0,0,2,2,3,1,0,0,1
6535,4.0,70.5,0.0,0.0,3.0,51.3,0.0,0.00952381,0.0,0.0,0,3,3,4,5,0,0,0
6536,6.0,128.5,1.0,0.0,32.0,796.7066667,0.027027027,0.041441441,0.0,0.0,11,2,3,1,1,1,0,1
6537,0.0,0.0,0.0,0.0,26.0,587.9,0.023076923,0.037179487,0.0,0.0,0,3,2,5,5,0,0,1
6539,1.0,23.2,0.0,0.0,0.0,0.0,0.0,0.033333333,0.0,0.0,0,2,2,5,3,0,1,1
6540,4.0,11.0,0.0,0.0,44.0,2149.190195,0.02705314,0.048201119,0.0,0.0,0,1,1,1,3,0,0,1
6541,0.0,0.0,0.0,0.0,51.0,507.5,0.007843137,0.011671335,12.01221257,0.0,0,3,2,1,1,1,1,1
6542,5.0,173.9666667,0.0,0.0,17.0,930.3666667,0.018181818,0.017272726999999998,0.0,0.0,0,2,2,3,4,0,0,1
6543,5.0,174.3,0.0,0.0,39.0,794.7131147999999,0.032954545,0.056528671,0.0,0.0,0,1,2,1,1,0,0,1
6544,1.0,7.0,0.0,0.0,27.0,1739.575,0.038095238,0.06037037,0.0,0.0,7,2,2,5,1,0,0,1
6546,2.0,21.2,0.0,0.0,7.0,897.8,0.0,0.055555556,0.0,0.0,0,2,2,1,1,0,0,1
6547,1.0,59.4,0.0,0.0,73.0,891.5687949999998,0.0,0.0,258.5498732,0.0,0,2,2,3,2,0,1,0
6548,5.0,115.8,0.0,0.0,60.0,1516.73,0.007936508,0.01982092,0.0,0.0,0,2,2,4,3,1,0,1
6552,0.0,0.0,0.0,0.0,42.0,922.3,0.019047619,0.034920635,0.0,0.0,0,3,2,5,2,0,0,1
6553,5.0,32.0,0.0,0.0,30.0,425.0333333,0.0,0.0125,0.0,0.0,0,2,2,5,1,0,0,1
6554,4.0,54.4,0.0,0.0,68.0,2889.946154,0.002898551,0.008789401,0.0,0.0,0,4,1,4,1,0,0,1
6555,2.0,217.8666667,0.0,0.0,15.0,614.6409524000002,0.0,0.027777778,0.0,0.0,11,1,1,2,2,0,0,1
6556,0.0,0.0,0.0,0.0,2.0,150.6,0.0,0.033333333,0.0,0.0,0,2,2,3,5,0,0,1
6558,1.0,160.2,0.0,0.0,13.0,381.6166667,0.0,0.011904762,0.0,0.0,0,1,2,3,2,0,0,0
6560,0.0,0.0,0.0,0.0,11.0,169.16666669999995,0.0,0.036363636,0.0,0.0,0,2,2,1,1,0,0,1
6561,1.0,169.2,0.0,0.0,24.0,1433.163333,0.008333333,0.006944444,0.0,0.0,0,3,2,3,4,1,1,1
6562,8.0,125.73333329999998,0.0,0.0,7.0,81.66666667,0.033333333,0.024166667000000003,0.0,0.0,0,2,2,1,1,0,0,1
6563,1.0,22.2,0.0,0.0,9.0,348.54,0.0,0.005194805,16.1722885,0.0,11,2,2,3,3,0,1,1
6564,0.0,0.0,0.0,0.0,19.0,447.7166667,0.0,0.011111111000000002,0.0,0.0,0,3,2,1,2,1,0,1
6565,3.0,86.6,0.0,0.0,41.0,1678.4,0.031060606,0.046893939,0.0,0.0,0,2,2,1,1,0,0,1
6566,10.0,154.0229167,0.0,0.0,50.0,1388.052366,0.008611111,0.02038584,18.19675574,0.0,0,3,2,3,4,0,0,1
6567,3.0,132.92,4.0,212.8,36.0,1335.773333,0.014285714,0.034484127,11.11383981,0.0,11,2,3,2,2,0,0,1
6568,14.0,260.7361111,3.0,186.5,51.0,2921.902778,0.013661202,0.02989071,8.339171985,0.0,11,4,2,5,1,1,1,1
6569,0.0,0.0,0.0,0.0,18.0,535.3995238,0.0,0.02962963,0.0,0.0,0,1,1,1,2,0,0,1
6571,9.0,162.625,0.0,0.0,37.0,841.3583332999998,0.000724638,0.0125,0.0,0.0,0,2,3,1,1,0,0,1
6572,3.0,72.6,0.0,0.0,17.0,544.1,0.0,0.002,0.0,0.0,0,2,2,5,2,0,0,0
6573,3.0,92.6,0.0,0.0,9.0,626.6,0.0,0.024242424,0.0,0.0,11,2,2,5,2,1,0,1
6575,2.0,4.0,0.0,0.0,2.0,44.4,0.0,0.05,0.0,0.0,0,2,3,3,5,0,0,0
6576,5.0,43.0,0.0,0.0,36.0,725.3333332999998,0.005714286,0.017142857,0.0,0.0,0,2,2,3,5,0,0,1
6578,0.0,0.0,0.0,0.0,23.0,297.3,0.013636364,0.037207792,10.95661974,0.0,0,2,2,3,1,0,1,1
6580,0.0,0.0,2.0,39.4,6.0,169.9666667,0.0,0.00625,0.0,0.0,7,2,2,3,2,1,0,1
6581,0.0,0.0,0.0,0.0,42.0,2084.479524,0.004761905,0.014920635,0.0,0.0,0,1,1,1,2,0,0,1
6583,6.0,189.8,0.0,0.0,9.0,208.8333333,0.0,0.015384615,70.31635146,0.0,11,2,2,3,2,0,1,0
6584,8.0,129.9,0.0,0.0,70.0,1438.71,0.011351351,0.033766459,0.0,0.0,7,2,2,5,1,0,0,1
6585,3.0,50.06666667,0.0,0.0,159.0,2184.484938,0.001851852,0.005588342,0.0,0.0,0,2,2,4,4,1,0,1
6586,0.0,0.0,0.0,0.0,28.0,803.5833332999998,0.007142857,0.033333333,0.0,0.0,7,3,2,3,5,0,0,1
6588,3.0,35.2,0.0,0.0,44.0,1535.666667,0.012765957,0.014184397,17.21022568,0.0,7,1,1,1,3,0,0,1
6589,5.0,31.7,3.0,239.2,3.0,78.5,0.0,0.008333333,0.0,0.0,0,2,2,1,5,0,0,0
6590,6.0,159.7,1.0,72.6,44.0,531.72,0.0,0.003921569000000001,0.0,0.0,0,2,2,2,5,0,0,0
6591,5.0,246.6,0.0,0.0,46.0,1805.146667,0.012244898,0.02122449,0.0,0.0,0,2,2,5,1,0,0,1
6593,9.0,215.5,1.0,12.0,12.0,245.6,0.0,0.0125,0.0,0.0,0,2,2,4,5,0,0,0
6594,0.0,0.0,0.0,0.0,24.0,950.0166667,0.009090909,0.027056277000000004,0.0,0.0,0,2,2,1,5,0,0,1
6597,1.0,0.0,0.0,0.0,9.0,336.8833333,0.0,0.04,30.21969637,0.0,0,1,2,5,4,0,1,1
6598,8.0,217.4,2.0,67.4,24.0,428.3,0.0,0.007142857,0.0,0.0,0,2,3,4,5,0,0,0
6599,2.0,22.2,0.0,0.0,10.0,163.9,0.0,0.018181818,0.0,0.0,11,2,2,1,2,0,0,1
6600,0.0,0.0,0.0,0.0,4.0,44.4,0.0,0.05,0.0,0.0,0,2,3,1,3,0,0,1
6604,1.0,81.6,0.0,0.0,10.0,107.2,0.018181818,0.027272727000000004,0.0,0.0,0,2,2,3,5,0,0,1
6605,2.0,31.1,3.0,31.2,18.0,792.7333332999998,0.013043478,0.048115942,8.611221424,0.0,0,2,3,3,5,0,0,1
6606,0.0,0.0,0.0,0.0,28.0,1555.6012119999998,0.0,0.009511278,0.0,0.0,11,3,2,2,2,0,0,1
6608,2.0,23.2,0.0,0.0,11.0,119.2,0.0,0.015384615,0.0,0.0,0,2,2,2,2,1,0,0
6609,0.0,0.0,0.0,0.0,26.0,2021.4,0.007692308,0.030769231,0.0,0.0,7,3,3,1,4,0,0,1
6610,3.0,47.2,0.0,0.0,2.0,12.0,0.0,0.04,0.0,0.0,0,2,3,4,2,0,0,0
6612,0.0,0.0,0.0,0.0,31.0,493.58,0.0,0.006451613,0.0,0.0,0,2,2,3,2,1,0,1
6614,0.0,0.0,0.0,0.0,55.0,1023.506667,0.0,0.009090909,45.71146255,0.0,0,2,2,1,4,0,1,1
6615,0.0,0.0,0.0,0.0,5.0,44.8,0.0,0.033333333,50.36347405,0.0,7,4,1,3,1,0,1,1
6617,0.0,0.0,0.0,0.0,20.0,526.8,0.0,0.010526316,104.2012273,0.0,0,2,2,1,2,0,1,1
6620,0.0,0.0,0.0,0.0,30.0,469.1,0.0,0.015,0.0,0.0,7,2,3,4,4,0,0,1
6621,2.0,20.2,0.0,0.0,16.0,357.4,0.0,0.011111111000000002,0.0,0.0,0,2,2,2,2,1,0,0
6622,1.0,19.2,0.0,0.0,42.0,2197.0,0.0,0.013636364,0.0,0.0,0,2,2,1,1,0,0,1
6623,1.0,47.4,0.0,0.0,6.0,146.4,0.022222222000000003,0.062962963,29.65880372,0.0,0,2,2,1,2,0,0,1
6624,0.0,0.0,0.0,0.0,15.0,150.4,0.0,0.013333333,0.0,0.0,11,2,2,5,5,0,0,1
6625,7.0,168.7,0.0,0.0,34.0,1062.7047619999996,0.005405405,0.013719827,0.0,0.0,0,2,2,3,2,0,0,0
6626,0.0,0.0,0.0,0.0,16.0,566.4866667,0.0,0.039365079,18.30205576,0.0,0,3,2,2,1,0,1,1
6627,5.0,178.92,1.0,6.0,33.0,1017.576667,0.013157895,0.011842105,0.0,0.0,11,3,2,1,3,0,0,1
6628,0.0,0.0,0.0,0.0,16.0,690.3133333,0.028571429,0.05714285700000001,0.0,0.0,0,2,2,1,1,0,0,1
6629,2.0,26.2,0.0,0.0,4.0,487.6,0.0,0.025,0.0,0.0,0,2,2,1,4,0,0,1
6631,7.0,46.3,0.0,0.0,2.0,9.0,0.0,0.025,0.0,0.0,0,2,3,1,2,0,0,0
6632,0.0,0.0,0.0,0.0,3.0,24.0,0.0,0.066666667,0.0,0.0,0,2,2,3,3,0,0,1
6633,5.0,209.2,0.0,0.0,18.0,447.1666667,0.008695652,0.041304348,0.0,0.0,0,1,1,1,1,0,0,1
6634,0.0,0.0,0.0,0.0,22.0,1190.941667,0.0,0.003174603,0.0,0.0,11,3,2,2,5,1,0,0
6635,2.0,55.4,2.0,96.8,26.0,600.5733333,0.013793103,0.022413793,2.812474051,0.0,0,2,2,1,2,0,0,1
6637,0.0,0.0,0.0,0.0,28.0,527.8333333,0.02962963,0.048148148,0.0,0.0,0,2,2,2,5,0,0,1
6638,7.0,103.6,0.0,0.0,72.0,1933.559259,0.005333333000000001,0.026377261000000003,7.806338478,0.0,0,2,2,5,2,0,0,1
6639,2.0,182.4,0.0,0.0,27.0,1165.944762,0.0,0.007407406999999999,0.0,0.0,11,2,3,5,5,1,0,0
6640,15.0,190.55,2.0,6.0,21.0,280.65,0.031313131,0.043198653,0.0,0.0,0,1,1,5,3,0,0,1
6641,5.0,161.10769230000002,5.0,108.3,44.0,2982.063248,0.016352201,0.037389344,5.721365099,0.0,11,1,1,4,1,0,1,1
6642,2.0,33.2,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0,2,3,3,2,1,0,0
6646,2.0,36.2,0.0,0.0,22.0,1805.083333,0.0,0.008695652,3.586636448,0.0,0,2,2,1,2,1,1,1
6648,0.0,0.0,0.0,0.0,20.0,616.5,0.0,0.01,0.0,0.0,11,3,3,1,3,0,0,0
6649,6.0,180.06666669999996,0.0,0.0,3.0,111.8,0.0,0.007142857,0.0,0.0,0,2,2,5,5,1,0,0
6650,1.0,20.2,0.0,0.0,77.0,3107.173333,0.002597403,0.017041847,18.74860165,0.0,0,2,2,5,1,0,1,1
6651,0.0,0.0,0.0,0.0,15.0,478.26,0.0,0.015384615,0.0,0.0,11,2,2,5,5,0,0,1
6652,0.0,0.0,0.0,0.0,15.0,598.6,0.0,0.033333333,0.0,0.0,7,2,2,1,2,0,0,1
6653,0.0,0.0,0.0,0.0,41.0,747.9077778,0.027526132,0.048583043,0.0,0.0,0,1,1,5,3,0,0,1
6654,5.0,74.4,0.0,0.0,140.0,2810.797158,0.001909722,0.016226074,0.0,0.0,0,2,2,3,4,1,0,1
6656,3.0,94.6,0.0,0.0,1.0,4.0,0.0,0.05,0.0,0.0,7,2,2,1,2,0,0,0
6658,2.0,73.95833333,0.0,0.0,17.0,864.9983332999999,0.025,0.0375,27.83116147,0.0,0,3,2,4,1,0,1,1
6661,9.0,177.2,0.0,0.0,34.0,817.4333333,0.0,0.011111111000000002,0.0,0.0,11,2,2,3,2,0,0,1
6662,0.0,0.0,0.0,0.0,40.0,589.5,0.018333333,0.034416667000000005,0.0,0.0,0,3,2,1,1,1,0,1
6663,4.0,94.86666667,0.0,0.0,22.0,812.1357142999999,0.008333333,0.042708333,18.08644865,0.0,7,3,2,2,4,0,1,1
6664,2.0,33.4,0.0,0.0,35.0,1795.925,0.0,0.01,0.0,0.0,11,2,2,1,3,0,0,1
6665,2.0,143.8,2.0,94.8,23.0,890.1952381000001,0.0,0.004166667,0.0,0.0,7,2,2,2,1,0,0,0
6668,0.0,0.0,0.0,0.0,13.0,748.2333332999998,0.0,0.0,0.0,0.0,0,1,1,1,2,0,0,1
6670,5.0,57.4,0.0,0.0,21.0,423.5,0.0,0.008695652,0.0,0.0,0,2,2,1,2,0,0,1
6671,7.0,186.6666667,7.0,790.0066667,57.0,1720.444748,0.000980392,0.007866316,3.801048407,0.0,0,3,2,5,2,1,0,1
6672,3.0,54.8,1.0,28.2,24.0,203.0677778,0.0,0.008,44.35972562,0.0,0,2,2,1,4,0,1,1
6673,1.0,27.2,0.0,0.0,9.0,396.0,0.0,0.02,0.0,0.0,11,2,3,1,2,0,0,1
6675,4.0,80.6,0.0,0.0,39.0,639.4933333,0.0,0.005,0.0,0.0,11,1,2,1,5,0,0,1
6676,0.0,0.0,1.0,0.0,65.0,934.8704274,0.008080808,0.036336088,0.0,0.0,0,1,1,3,2,1,0,1
6677,0.0,0.0,0.0,0.0,54.0,3371.05,0.003773585,0.022012579,0.0,0.0,7,2,3,1,3,0,0,1
6678,3.0,240.8,1.0,4.0,13.0,279.8333333,0.0,0.00625,0.0,0.0,11,3,2,2,2,0,0,1
6679,1.0,0.0,0.0,0.0,3.0,58.6,0.0,0.05,113.3238614,0.0,0,2,2,5,2,1,1,1
6681,0.0,0.0,1.0,105.8,44.0,868.1636364,0.0,0.036803966,9.550627398,0.0,0,2,3,4,2,0,0,1
6682,1.0,52.4,0.0,0.0,16.0,176.1,0.0,0.011764706000000002,0.0,0.0,0,1,1,1,5,1,0,1
6683,1.0,8.0,0.0,0.0,22.0,699.2671429,0.028571429,0.037698413,10.79250883,0.0,7,3,2,1,1,0,1,1
6688,3.0,106.6,0.0,0.0,11.0,203.98,0.0,0.0044444440000000005,0.0,0.0,7,2,2,1,3,0,0,0
6691,18.0,167.0,0.0,0.0,37.0,1113.898538,0.016666667,0.030296143,0.0,0.0,11,2,2,3,2,0,0,1
6692,1.0,5.0,0.0,0.0,6.0,119.6,0.0,0.014285714,0.0,0.0,7,2,2,1,2,0,1,0
6693,10.0,141.6333333,0.0,0.0,13.0,386.3,0.0,0.023529412000000003,0.0,0.0,0,2,2,1,3,0,0,1
6694,2.0,35.3,0.0,0.0,2.0,20.1,0.0,0.0,40.27815244,0.0,0,2,2,1,5,0,1,0
6695,1.0,26.2,0.0,0.0,92.0,2451.3466670000007,0.007692308,0.021318681000000003,0.0,0.0,7,4,1,3,1,0,0,1
6697,0.0,0.0,1.0,13.1,62.0,1918.966667,0.01031746,0.022246642,0.0,0.0,0,2,3,1,4,0,0,1
6698,0.0,0.0,2.0,11.4,43.0,763.6614286,0.004545455,0.021212121,0.0,0.0,11,2,2,1,1,0,0,1
6699,2.0,137.0,0.0,0.0,6.0,185.4,0.0,0.028571429,44.89345937,0.0,0,2,2,5,4,0,1,1
6701,0.0,0.0,0.0,0.0,14.0,317.0666667,0.035714286,0.05,0.0,0.0,0,1,1,5,3,0,0,1
6704,0.0,0.0,0.0,0.0,4.0,90.8,0.0,0.025,0.0,0.0,0,1,1,3,2,1,0,1
6706,6.0,141.0,0.0,0.0,47.0,830.3411669,0.004421769,0.028456454,0.0,0.0,0,1,1,4,2,0,0,1
6708,6.0,73.3,1.0,0.0,120.0,2872.719031,0.000226757,0.011948853999999998,5.915342917,0.0,0,2,2,2,1,0,0,1
6709,4.0,40.2,1.0,16.13333333,9.0,229.8833333,0.0,0.014285714,0.0,0.0,0,2,2,5,2,0,0,0
6710,2.0,178.3,2.0,148.1,39.0,2237.775,0.004761905,0.012857143,26.41021956,0.0,0,1,1,3,2,0,0,1
6711,4.0,176.9133333,1.0,40.8,72.0,1548.194444,0.0,0.007887881999999999,1.891943485,0.0,0,2,3,3,5,0,1,1
6712,3.0,26.7,2.0,49.4,16.0,703.3,0.0,0.01,0.0,0.0,0,2,3,3,4,0,0,1
6713,12.0,178.65,0.0,0.0,77.0,999.0133333,0.013636364,0.026893939,5.292014182,0.0,0,2,2,4,5,0,0,1
6714,4.0,72.29523809999998,1.0,103.8,27.0,1211.066667,0.022580645,0.064516129,0.0,0.0,0,2,2,3,5,0,0,1
6715,6.0,130.0,2.0,14.2,30.0,2472.24,0.03537037,0.05723545,0.0,0.0,0,1,1,3,3,0,0,1
6717,0.0,0.0,0.0,0.0,7.0,1721.6666670000004,0.038095238,0.038571429,0.0,0.0,11,1,1,3,3,0,0,1
6721,0.0,0.0,0.0,0.0,25.0,1017.966667,0.008333333,0.017361111000000002,0.0,0.0,0,3,2,4,1,1,0,1
6722,3.0,113.8,0.0,0.0,15.0,336.1383333,0.0,0.011764706000000002,0.0,0.0,11,2,3,5,3,0,0,0
6723,0.0,0.0,0.0,0.0,39.0,1858.5666670000005,0.0,0.002564103,0.0,0.0,11,2,2,3,2,0,0,0
6724,7.0,143.28,0.0,0.0,27.0,787.2433333,0.005882353000000001,0.044117647,0.0,0.0,0,1,2,3,1,1,0,1
6725,5.0,141.14,0.0,0.0,12.0,305.24,0.0,0.013333333,0.0,0.0,0,2,2,5,3,0,0,1
6726,7.0,135.2833333,3.0,92.33333333,31.0,892.7244444,0.0,0.003468013,31.14097898,0.0,0,3,2,1,5,0,0,1
6728,0.0,0.0,2.0,594.1333333,39.0,922.4006061,0.0,0.001709402,154.0955389,0.0,0,3,2,1,2,0,1,0
6730,2.0,49.4,2.0,7.0,4.0,53.2,0.028571429,0.042857143,0.0,0.0,11,3,2,1,2,0,0,1
6731,0.0,0.0,0.0,0.0,14.0,260.8666667,0.0,0.028571429,0.0,0.0,0,2,2,1,3,0,0,1
6732,1.0,29.53333333,0.0,0.0,22.0,814.7093938999999,0.004,0.021333333,14.92784091,0.0,11,2,2,1,2,0,0,1
6734,4.0,40.2,1.0,0.0,12.0,2339.207143,0.011111111000000002,0.036944444,0.0,0.0,11,1,1,1,2,0,0,1
6736,1.0,24.2,0.0,0.0,18.0,1014.2,0.0,0.02,22.9772856,0.0,11,2,2,2,5,0,1,1
6737,1.0,216.6,0.0,0.0,34.0,1463.8,0.006060606,0.007575758,0.0,0.0,11,1,1,5,2,0,0,1
6738,0.0,0.0,0.0,0.0,53.0,1121.433333,0.007843137,0.019607843,24.57349606,0.0,7,2,3,5,1,0,1,1
6740,3.0,79.4,0.0,0.0,11.0,394.0,0.0,0.005555556,0.0,0.0,0,3,2,3,1,1,0,1
6742,4.0,107.8,3.0,1236.2,27.0,1483.457143,0.022222222000000003,0.036111111,29.71496014,0.0,11,2,2,5,2,0,0,1
6744,5.0,69.8,0.0,0.0,87.0,1764.1800469999996,0.007007576,0.032261103,0.0,0.0,0,2,3,1,1,0,0,1
6745,0.0,0.0,5.0,194.4,8.0,197.9,0.036363636,0.054545455,0.0,0.0,0,1,1,3,4,0,1,1
6746,0.0,0.0,0.0,0.0,20.0,676.6,0.008421053000000001,0.026315789,0.0,0.0,0,3,2,1,1,0,0,1
6747,0.0,0.0,0.0,0.0,18.0,860.5603175000001,0.0,0.009705882,0.0,0.0,0,3,2,5,1,0,0,1
6749,5.0,85.16666667,4.0,365.9666667,31.0,538.72,0.014035088,0.029699248,0.0,0.0,0,4,1,3,1,0,0,1
6750,2.0,27.2,0.0,0.0,47.0,1299.833333,0.008333333,0.032638889,0.0,0.0,0,2,2,3,1,0,0,1
6751,1.0,92.6,0.0,0.0,30.0,1126.392821,0.0,0.006666666999999999,67.18378365,0.0,11,2,2,1,5,0,1,1
6754,1.0,16.2,1.0,8.1,17.0,1180.366667,0.010526316,0.052631579000000005,0.0,0.0,0,2,2,3,4,0,0,1
6756,4.0,21.1,2.0,341.6,92.0,2668.712121,0.018556202,0.047858483,0.0,0.0,0,2,2,1,3,1,0,1
6759,1.0,71.6,0.0,0.0,28.0,559.8666667,0.003448276,0.013793103,0.0,0.0,11,2,2,1,1,1,0,1
